"","gene","pLI"
"1122","TRAPPC10",0.99999
"1123","CYLD",0.99993
"1124","FTSJ1",0.99254
"1125","ATP9A",0.99999
"1126","BRSK1",0.99982
"1127","NFAT5",1
"1128","ATF7",0.9984
"1129","IL21R",0.99835
"1130","RBM39",0.99981
"1131","EIF4A2",0.99835
"1132","MORC2",0.99999
"1133","FBN2",1
"1134","ZC3H12B",0.99835
"1135","CSNK1G3",0.99947
"1136","PDE4D",0.9998
"1137","GNAL",0.99829
"1138","PITPNM3",0.99992
"1139","UBE3A",0.9998
"1140","ZNF512B",0.99992
"1141","BHLHE41",0.99212
"1142","SETD2",1
"1143","SMARCD1",0.99947
"1144","RBM27",0.99999
"1145","SLC9A6",0.99833
"1146","TOMM40",0.99218
"1147","RIMS2",1
"1148","ANKIB1",0.99996
"1149","CDK1",0.99206
"1150","FBXO41",0.99944
"1151","MAPK8",0.99823
"1152","GLG1",1
"1153","PTPRC",1
"1154","RASGRF1",0.99999
"1155","ACHE",0.99827
"1156","HMGCS1",0.99824
"1157","QSER1",0.99999
"1158","ATAD5",1
"1159","SF3B4",0.99176
"1160","DDI2",0.99819
"1161","EP400",1
"1162","PAPD5",0.99943
"1163","GCN1L1",1
"1164","CORO1C",0.99813
"1165","IL2RG",0.99152
"1166","MBD6",0.99937
"1167","ARHGAP30",0.9999
"1168","PPP5C",0.99938
"1169","LMNA",0.9994
"1170","RAB11A",0.99151
"1171","SYNCRIP",0.99939
"1172","SOX10",0.99166
"1173","BRAF",0.99995
"1174","SVOP",0.99938
"1175","HNRNPR",0.99935
"1176","RPGR",0.99804
"1177","WNK2",1
"1178","MAPRE1",0.99129
"1179","WDR45",0.99145
"1180","MEPCE",0.99804
"1181","BRINP2",0.99936
"1182","C11orf84",0.99142
"1183","NPAS3",0.99974
"1184","USP15",0.99997
"1185","ZC3H13",1
"1186","DGCR8",0.99973
"1187","CACNA1G",1
"1188","ING3",0.99933
"1189","CSMD1",1
"1190","ERCC6L",0.99932
"1191","DNAJA2",0.99796
"1192","TAF5",0.99973
"1193","C10orf12",0.99974
"1194","KIF26B",0.99999
"1195","RP11-159G9.5",0.99105
"1196","UBN1",0.99995
"1197","MTSS1",0.9997
"1198","ASTN1",0.99998
"1199","NCOA5",0.99926
"1200","OTUD4",0.99997
"1201","SORT1",0.99987
"1202","UCHL1",0.99095
"1203","LEF1",0.99789
"1204","FRY",1
"1205","MAP3K7",0.99971
"1206","LCK",0.99926
"1207","ZNF445",0.9997
"1208","IGF2R",1
"1209","BTBD18",0.99782
"1210","CHRM1",0.99059
"1211","ASH2L",0.99968
"1212","ACTN1",0.99997
"1213","ATF7IP",0.99993
"1214","ATP6AP1",0.99079
"1215","HSP90AB1",0.99923
"1216","PDE10A",0.99986
"1217","RFX2",0.9997
"1218","COPB1",0.99994
"1219","RNF111",0.99987
"1220","TBC1D10B",0.99922
"1221","WDR33",1
"1222","NRG2",0.99925
"1223","UBN2",0.99993
"1224","UBR2",1
"1225","FAM193A",0.99993
"1226","SLC6A8",0.99778
"1227","SARS",0.99925
"1228","MLLT4",1
"1229","SRCIN1",0.99987
"1230","CACNA1D",1
"1231","ST5",0.99996
"1232","MAP3K1",0.99998
"1233","IGSF1",0.99993
"1234","COG3",0.99993
"1235","JAK1",0.99998
"1236","RAB14",0.99047
"1237","EVI5L",0.99985
"1238","DYRK1A",0.99967
"1239","NEURL4",0.99999
"1240","DAB1",0.99915
"1241","KCNH4",0.99984
"1242","ARHGEF11",1
"1243","CCAR1",0.99999
"1244","THSD7A",1
"1245","SOX6",0.99984
"1246","FGFR1",0.99984
"1247","TTYH3",0.99916
"1248","ROCK2",1
"1249","ANKS1B",0.99998
"1250","NFASC",0.99999
"1251","WASF1",0.99757
"1252","SENP6",0.99998
"1253","CSNK1A1",0.99758
"1254","WDR48",0.99985
"1255","GCLM",0.99011
"1256","RPS8",0.99003
"1257","FAF2",0.99911
"1258","HS6ST3",0.99001
"1259","RBM4",0.99005
"1260","CSNK1G1",0.99911
"1261","ACACA",1
"1262","COL11A1",1
"1263","U2AF1",0.9899
"1264","ATP7A",0.99983
"1265","TPX2",0.99981
"1266","NUMA1",1
"1267","NR2F2",0.98972
"1268","TCF4",0.99981
"1269","HTATSF1",0.9974
"1270","TRAF6",0.99739
"1271","RSRC2",0.99905
"1272","SNRPA1",0.98984
"1273","SNW1",0.99961
"1274","NXN",0.99725
"1275","CCT4",0.99903
"1276","SAMD4A",0.99958
"1277","RGAG1",0.99731
"1278","ZMIZ2",0.99981
"1279","ANP32A",0.98961
"1280","GPM6A",0.98962
"1281","ITCH",0.99997
"1282","XRCC6",0.99904
"1283","AGO4",0.9999
"1284","DDX39B",0.99725
"1285","ZNF536",0.99958
"1286","HNRNPA2B1",0.99732
"1287","EWSR1",0.99981
"1288","NUMBL",0.99902
"1289","STRBP",0.99958
"1290","CPEB1",0.99899
"1291","SUV39H1",0.98957
"1292","FOXP2",0.99994
"1293","RXRB",0.99719
"1294","SP2",0.99721
"1295","AQR",1
"1296","SEMA3F",0.99989
"1297","SMG7",0.99998
"1298","SRP54",0.99895
"1299","KDM3A",0.99999
"1300","FRS2",0.99721
"1301","BRD2",0.99957
"1302","ADAMTS6",0.99998
"1303","GIT1",0.99978
"1304","ATP13A3",0.99998
"1305","RAB2A",0.98913
"1306","ASAP2",0.99996
"1307","PRKAR2B",0.99713
"1308","SMARCB1",0.9971
"1309","STAT5B",0.99988
"1310","HAUS7",0.98913
"1311","SYCP1",0.99997
"1312","YTHDF3",0.99704
"1313","ARHGAP44",0.99988
"1314","MAP2K4",0.99709
"1315","WDR1",0.99892
"1316","NR2C2",0.99892
"1317","ARHGAP23",0.99988
"1318","SEMA6A",0.99976
"1319","BCL3",0.98871
"1320","MGAT1",0.98879
"1321","SOCS6",0.98865
"1322","AFF3",0.99996
"1323","RP11-1055B8.7",0.99999
"1324","FNDC3A",0.99998
"1325","DPYSL3",0.99887
"1326","C17orf85",0.99949
"1327","ITSN1",1
"1328","NOL4",0.99949
"1329","PROX1",0.99884
"1330","CAMKV",0.99696
"1331","ZBTB38",0.99949
"1332","UBQLN1",0.99884
"1333","ATXN7L1",0.99884
"1334","LYN",0.99886
"1335","SMAD4",0.99881
"1336","BRWD1",1
"1337","ELAVL1",0.98849
"1338","SF3B2",0.99992
"1339","CLCN3",0.99973
"1340","SLIT1",0.99999
"1341","TUBB2B",0.9884
"1342","PHF19",0.99946
"1343","FAM135B",0.99996
"1344","FCHO2",0.99973
"1345","PRDM2",0.99996
"1346","DNAJC6",0.99986
"1347","ATP2B3",0.99945
"1348","RAPGEF1",0.99995
"1349","NTN1",0.99687
"1350","FEZF2",0.9886
"1351","FBXO32",0.99692
"1352","PTBP2",0.99883
"1353","EFNB2",0.98845
"1354","CDK17",0.99947
"1355","MAML3",0.99984
"1356","THRB",0.99676
"1357","MORC3",0.99985
"1358","RAPH1",0.99985
"1359","CREB1",0.99673
"1360","IREB2",0.99991
"1361","GDF6",0.98833
"1362","OLFM1",0.99679
"1363","SLC25A14",0.98821
"1364","SLC16A2",0.98828
"1365","TRAF3",0.99869
"1366","MAST3",0.99991
"1367","SPAST",0.99939
"1368","USP32",1
"1369","LRP8",0.99983
"1370","GJC1",0.98795
"1371","GABBR1",0.99991
"1372","PPP1R8",0.98791
"1373","BMP2",0.98799
"1374","P4HB",0.99662
"1375","GDA",0.99867
"1376","IQSEC1",0.99969
"1377","KPNA6",0.9994
"1378","LHX2",0.98812
"1379","NFIB",0.99861
"1380","WIZ",0.99865
"1381","ZBTB43",0.98767
"1382","BMPR1B",0.99863
"1383","TTC17",0.99996
"1384","PSMA7",0.98768
"1385","E2F1",0.9877
"1386","LIMK1",0.99937
"1387","APC2",0.99994
"1388","CSF1",0.99634
"1389","VAV1",0.99993
"1390","IGF2BP1",0.99933
"1391","UFD1L",0.99638
"1392","CDKL5",0.99932
"1393","MIER3",0.99856
"1394","CCT2",0.99853
"1395","SHROOM4",0.99965
"1396","TBX21",0.99636
"1397","HNRNPUL2",0.99979
"1398","CARD11",0.99995
"1399","PCNX",1
"1400","PCNXL3",0.99999
"1401","SCHIP1",0.98715
"1402","RAD23B",0.9963
"1403","PRPF4",0.9993
"1404","COL6A1",0.99995
"1405","DCLK1",0.99964
"1406","STK40",0.99624
"1407","FANCB",0.99631
"1408","SETD5",0.99997
"1409","HNRNPD",0.99621
"1410","TCERG1",0.99996
"1411","GNL1",0.99928
"1412","CPEB3",0.99846
"1413","PYGO1",0.98683
"1414","CUL3",0.9996
"1415","LZTS3",0.99616
"1416","KIF5A",0.99995
"1417","INO80D",0.99962
"1418","SAFB2",0.99979
"1419","NAA30",0.98682
"1420","PCBP2",0.99617
"1421","ZNF384",0.99842
"1422","LATS1",0.99987
"1423","MAML2",0.99987
"1424","CAMK1D",0.9962
"1425","TRIM46",0.99925
"1426","PIK3R1",0.99978
"1427","IL6ST",0.99978
"1428","ARHGAP6",0.99845
"1429","REL",0.99836
"1430","MAGED1",0.99831
"1431","GABRA2",0.99598
"1432","JAKMIP1",0.99986
"1433","PLXNA4",0.99999
"1434","CACNA2D2",0.99997
"1435","SNAP25",0.98653
"1436","CCND2",0.98658
"1437","FAM168A",0.98674
"1438","PATZ1",0.99598
"1439","DENND1A",0.99976
"1440","KDM7A",0.99986
"1441","SOX30",0.99825
"1442","WDTC1",0.99915
"1443","THOC1",0.99955
"1444","FMNL1",0.99985
"1445","MRTO4",0.98629
"1446","STK39",0.99916
"1447","IPO9",0.9999
"1448","HERPUD1",0.99582
"1449","REEP1",0.98632
"1450","GPS1",0.99819
"1451","PLRG1",0.99911
"1452","UBE2K",0.98621
"1453","PSMA6",0.98619
"1454","CNOT6L",0.99821
"1455","AGAP1",0.99984
"1456","CSNK1D",0.99577
"1457","CELF4",0.99817
"1458","RDH10",0.98594
"1459","MAP2K7",0.99552
"1460","GABPA",0.99812
"1461","KIF13A",0.99999
"1462","FAM169A",0.99907
"1463","ACTB",0.98564
"1464","NUP205",1
"1465","GNL3L",0.99558
"1466","PABPC4",0.99905
"1467","RALGAPA1",0.99999
"1468","FADS2",0.99815
"1469","FBXW7",0.99949
"1470","TMEM132D",0.99907
"1471","ATP11C",0.9997
"1472","CASKIN2",0.99971
"1473","NUDT21",0.98576
"1474","BACH2",0.99803
"1475","PTPRM",0.99998
"1476","HMBOX1",0.99805
"1477","SOCS7",0.99807
"1478","HNRNPA3",0.99543
"1479","MAGED2",0.99538
"1480","PTGES3",0.98536
"1481","SRSF11",0.99806
"1482","LSM14B",0.9953
"1483","NCSTN",0.99942
"1484","AIFM1",0.99795
"1485","ZNF704",0.99532
"1486","TTBK1",0.99967
"1487","PBX2",0.99532
"1488","YIPF5",0.98529
"1489","KBTBD2",0.99795
"1490","SLC30A1",0.98532
"1491","KIAA1468",0.99993
"1492","ZNF827",0.99965
"1493","PICALM",0.99896
"1494","PRKG1",0.99938
"1495","YWHAE",0.98479
"1496","CRTC2",0.99891
"1497","PSMD6",0.99518
"1498","SMC2",0.9999
"1499","THBS1",0.99985
"1500","MAN1A2",0.99892
"1501","GMEB2",0.99495
"1502","SCFD1",0.99962
"1503","TNFRSF1A",0.9949
"1504","SSBP2",0.99777
"1505","CDYL",0.99504
"1506","REV1",0.99989
"1507","POLD3",0.99776
"1508","ESRP1",0.99934
"1509","FUS",0.9993
"1510","RARG",0.99478
"1511","EPB41L4B",0.99972
"1512","NDC1",0.99932
"1513","MSI2",0.99478
"1514","RBM14-RBM4",0.98438
"1515","ZMAT2",0.98418
"1516","AZIN1",0.99485
"1517","CRIM1",0.99971
"1518","PPP1R7",0.99458
"1519","RNF40",0.99987
"1520","MTMR1",0.9976
"1521","PRPF39",0.99875
"1522","EVL",0.99761
"1523","HEXIM1",0.98396
"1524","DLG4",0.99954
"1525","KANSL1",0.99972
"1526","AMIGO1",0.98411
"1527","DAZL",0.99449
"1528","RPL3",0.99441
"1529","CAMSAP1",0.99985
"1530","MDGA2",0.99922
"1531","TLE1",0.99922
"1532","LMTK2",0.99978
"1533","HCN4",0.99867
"1534","CHMP6",0.98358
"1535","ACTN2",0.99968
"1536","HDAC7",0.99969
"1537","HELLS",0.99979
"1538","ENG",0.99858
"1539","SLMAP",0.99976
"1540","C6orf62",0.98336
"1541","CACNA1B",0.99998
"1542","KHDRBS1",0.99423
"1543","TRIB2",0.98349
"1544","VEZF1",0.99423
"1545","HERC1",1
"1546","CCND3",0.98347
"1547","GSPT2",0.98321
"1548","TXLNA",0.99731
"1549","MED15",0.99974
"1550","FBXL5",0.99854
"1551","PCSK2",0.99853
"1552","FOSL2",0.98293
"1553","CAMK2G",0.9991
"1554","SH3GLB1",0.99407
"1555","SLC2A1",0.9941
"1556","TAOK2",0.99976
"1557","TAOK3",0.99975
"1558","TSHZ1",0.9973
"1559","FBXO33",0.99417
"1560","YTHDF1",0.9942
"1561","YWHAB",0.98314
"1562","TMEM259",0.99408
"1563","UBA2",0.99851
"1564","RBPJ",0.99853
"1565","ITPK1",0.99389
"1566","RPS6KA5",0.99909
"1567","SHH",0.98258
"1568","PDLIM4",0.98283
"1569","SRSF1",0.98268
"1570","FOXJ2",0.99846
"1571","MEMO1",0.9939
"1572","BCL9L",0.99939
"1573","TOPORS",0.99904
"1574","IGBP1",0.98274
"1575","LRCH2",0.99713
"1576","TOMM70A",0.99841
"1577","NOVA2",0.98259
"1578","SLC38A2",0.99709
"1579","DCHS1",0.99997
"1580","SRGAP3",0.9997
"1581","PHC1",0.99938
"1582","DDB1",0.99979
"1583","PCDH1",0.99838
"1584","SCAI",0.99936
"1585","PPP4R1",0.99958
"1586","PTK2",0.99987
"1587","PLAGL2",0.98253
"1588","MEF2D",0.99705
"1589","RPL18A",0.98228
"1590","TNFSF13B",0.98193
"1591","PIM3",0.98192
"1592","GMPS",0.99825
"1593","GRID1",0.99931
"1594","HNRNPL",0.99685
"1595","NONO",0.9935
"1596","ELL2",0.99824
"1597","DNAJC11",0.99893
"1598","GRM7",0.99896
"1599","TMEM131",0.99995
"1600","LONP1",0.9993
"1601","SRC",0.99691
"1602","HSPA4",0.99954
"1603","KIAA1211L",0.99694
"1604","SPI1",0.98206
"1605","TRIM27",0.99685
"1606","CEPT1",0.99351
"1607","RPL19",0.98197
"1608","EPS15L1",0.99964
"1609","KPNA1",0.99818
"1610","CACNA2D1",0.99989
"1611","STK11",0.9934
"1612","GABRD",0.99345
"1613","EIF5B",0.99981
"1614","UHRF2",0.99928
"1615","CELSR3",0.99998
"1616","BRD1",0.99949
"1617","KLF7",0.98178
"1618","RAB11FIP3",0.9982
"1619","RABL6",0.99817
"1620","GRAMD1B",0.99929
"1621","PUF60",0.99677
"1622","FBL",0.99319
"1623","TBX2",0.99329
"1624","ZRANB1",0.99885
"1625","ATP2A2",0.99945
"1626","FLT1",0.99983
"1627","ACTL6A",0.99665
"1628","HERC4",0.99961
"1629","AKAP4",0.99323
"1630","JADE1",0.99885
"1631","TRA2B",0.99312
"1632","BCAR1",0.99808
"1633","ADD3",0.9988
"1634","PSMC6",0.99662
"1635","POLR1B",0.99946
"1636","PRPF40B",0.99963
"1637","ASTN2",0.99971
"1638","GRIA2",0.99916
"1639","LNPEP",0.99957
"1640","RLIM",0.99301
"1641","RASIP1",0.99803
"1642","NAV2",0.99995
"1643","ILF2",0.9965
"1644","NUS1",0.98117
"1645","NPTN",0.99304
"1646","WT1",0.99648
"1647","CLOCK",0.99957
"1648","KCNH3",0.99919
"1649","TOP2B",0.99989
"1650","DCTN2",0.99653
"1651","NCOA1",0.99981
"1652","RHEB",0.98119
"1653","ANKRD34A",0.98103
"1654","HDAC9",0.99973
"1655","ANKRD13C",0.99793
"1656","WWP1",0.99966
"1657","ZNF319",0.99285
"1658","WDR18",0.99271
"1659","CBX8",0.9927
"1660","LENG8",0.99938
"1661","KAL1",0.99793
"1662","LRRC8B",0.99619
"1663","ZBTB21",0.99778
"1664","MORC4",0.99783
"1665","ARHGAP29",0.99964
"1666","NELL2",0.99952
"1667","PDE8B",0.99905
"1668","ZNF281",0.99624
"1669","ARFGEF2",0.99993
"1670","PHF13",0.98042
"1671","INPP4A",0.99952
"1672","MUC5B",0.99999
"1673","KDR",0.99982
"1674","BAI2",0.99982
"1675","NLGN4X",0.99267
"1676","LRP2",0.99999
"1677","CHRM3",0.99253
"1678","PITPNC1",0.99252
"1679","ZNF496",0.99624
"1680","USF2",0.99253
"1681","PDIA3",0.99608
"1682","FLNC",0.99994
"1683","MTMR4",0.99959
"1684","TRIP13",0.99606
"1685","ACE2",0.99769
"1686","KIRREL",0.99855
"1687","CELSR1",0.99994
"1688","HGF",0.99947
"1689","RYR2",0.99999
"1690","TM9SF4",0.999
"1691","FAM160B1",0.99898
"1692","SYN1",0.99216
"1693","CAD",0.99993
"1694","FAF1",0.99895
"1695","FNIP1",0.99957
"1696","ETF1",0.996
"1697","INHBA",0.97979
"1698","SLC30A10",0.97952
"1699","STT3B",0.99896
"1700","MRC1L1",0.99765
"1701","MEX3A",0.97977
"1702","CAMK2A",0.99845
"1703","INTS3",0.99972
"1704","RNPS1",0.9798
"1705","NFE2L1",0.99759
"1706","SLC6A3",0.99758
"1707","CELSR2",0.99994
"1708","TFAP2D",0.99199
"1709","PIK3CB",0.99964
"1710","ZC3H12C",0.99838
"1711","DOPEY1",0.99993
"1712","ZMIZ1",0.99937
"1713","ZYG11B",0.99836
"1714","SKIDA1",0.99193
"1715","SEPT9",0.99579
"1716","SCUBE3",0.99939
"1717","KLF6",0.97946
"1718","SFMBT2",0.99939
"1719","DNM1",0.99917
"1720","ZNFX1",0.99983
"1721","RBBP4",0.99565
"1722","LEMD3",0.99877
"1723","RUSC2",0.99949
"1724","AKAP6",0.99983
"1725","TMEM132B",0.99876
"1726","RBM15B",0.99557
"1727","ZNF644",0.99914
"1728","AUTS2",0.99934
"1729","SIM1",0.99828
"1730","FAT3",0.99995
"1731","TP53BP1",0.99985
"1732","HECW1",0.99982
"1733","NEGR1",0.99173
"1734","XPO5",0.99971
"1735","SVEP1",0.99995
"1736","SCAF1",0.99819
"1737","DLGAP1",0.99875
"1738","DLX2",0.97847
"1739","TTYH1",0.99539
"1740","CSNK1G2",0.99138
"1741","RAB35",0.97845
"1742","PIAS2",0.99718
"1743","ADCY5",0.99928
"1744","GRM5",0.99872
"1745","BOD1L1",0.99985
"1746","PTPRS",0.99983
"1747","EDNRA",0.99158
"1748","NRXN1",0.99964
"1749","ARHGAP32",0.99978
"1750","FRMD5",0.99724
"1751","VPS54",0.99929
"1752","UBE2R2",0.97816
"1753","AMMECR1L",0.9913
"1754","CCT6A",0.99532
"1755","TCFL5",0.99128
"1756","PBX1",0.99527
"1757","TCP1",0.99527
"1758","IRF1",0.9909
"1759","PRKAG2",0.99692
"1760","LRP12",0.99799
"1761","EBF1",0.99697
"1762","FAM131B",0.99092
"1763","SOS2",0.99955
"1764","RAD21",0.99701
"1765","MOSPD2",0.99105
"1766","STXBP5",0.99956
"1767","KCNJ3",0.99108
"1768","POLR1A",0.9998
"1769","TP73",0.99696
"1770","CWC15",0.97769
"1771","NDFIP1",0.97747
"1772","EPHB1",0.9985
"1773","PHLPP1",0.99927
"1774","MAGI2",0.99943
"1775","PPP2R2A",0.99495
"1776","ZNF618",0.99842
"1777","HECW2",0.9997
"1778","USP1",0.99691
"1779","PHACTR3",0.99687
"1780","FBXL20",0.99691
"1781","BRD7",0.99774
"1782","MTMR3",0.99937
"1783","CDK16",0.9948
"1784","HMGXB3",0.999
"1785","MARK4",0.99777
"1786","FAM208A",0.99954
"1787","CALD1",0.99879
"1788","PPP2R4",0.99057
"1789","DLC1",0.99948
"1790","ELF2",0.99482
"1791","LIN9",0.99771
"1792","NRG1",0.99665
"1793","NRXN2",0.99934
"1794","GRIA1",0.99869
"1795","STMN2",0.97687
"1796","TSKS",0.99652
"1797","IRF2BP1",0.99024
"1798","TMEM57",0.99757
"1799","NTRK3",0.9983
"1800","TFAP2B",0.99023
"1801","DKFZP761J1410",0.99025
"1802","DEF6",0.99768
"1803","MKL1",0.99768
"1804","SMAD2",0.99661
"1805","MBD3",0.9765
"1806","CBX1",0.97622
"1807","HMGCR",0.99861
"1808","PLAGL1",0.9764
"1809","TRIM8",0.99438
"1810","SLC8A2",0.99633
"1811","DSP",0.99978
"1812","PPP1R37",0.99448
"1813","OSBP",0.99855
"1814","PITX2",0.97618
"1815","ADCY2",0.99898
"1816","DAAM1",0.99918
"1817","DOCK2",0.99969
"1818","TTBK2",0.99875
"1819","DUSP6",0.97603
"1820","RPS6",0.9759
"1821","EXT1",0.99732
"1822","PHF20",0.99875
"1823","RPS18",0.9759
"1824","STXBP5L",0.99926
"1825","TFAP2A",0.98964
"1826","PCNA",0.97606
"1827","YLPM1",0.99965
"1828","ERF",0.98968
"1829","CIT",0.9997
"1830","GNAO1",0.98963
"1831","MKRN1",0.99421
"1832","NR5A1",0.9896
"1833","ZBTB1",0.99407
"1834","KCNB2",0.99613
"1835","KCNC1",0.98957
"1836","GRIK2",0.99841
"1837","PKNOX1",0.99401
"1838","RELB",0.994
"1839","ARRB1",0.99394
"1840","CAMTA2",0.99918
"1841","RAB8A",0.97543
"1842","RAN",0.97576
"1843","ATG4A",0.98953
"1844","PLXNA1",0.99951
"1845","CBX6",0.97568
"1846","DLG5",0.99948
"1847","PHF8",0.99785
"1848","DDX4",0.99826
"1849","OPN1LW",0.97535
"1850","PPP2CA",0.9893
"1851","PTGS2",0.99597
"1852","TPP2",0.99912
"1853","HUNK",0.99589
"1854","AP1B1",0.99828
"1855","AP2B1",0.9983
"1856","CBFA2T2",0.99585
"1857","ARHGAP5",0.99862
"1858","DBN1",0.99705
"1859","MSI1",0.99357
"1860","TENM3",0.99955
"1861","FCHO1",0.99845
"1862","HSPH1",0.99822
"1863","ST7",0.99703
"1864","TEAD3",0.99362
"1865","ITGB8",0.99767
"1866","SMAP1",0.99357
"1867","CCNL1",0.99575
"1868","SLC9A7",0.99352
"1869","EYA3",0.99702
"1870","VRTN",0.98901
"1871","CTDNEP1",0.97468
"1872","RRAS2",0.97463
"1873","NFATC3",0.99813
"1874","FBXO38",0.99879
"1875","MORF4L1",0.99339
"1876","CHRM4",0.97439
"1877","HECTD2",0.99806
"1878","SBF1",0.99933
"1879","SLC44A1",0.99676
"1880","NKD1",0.99344
"1881","GNB2",0.98876
"1882","FAM135A",0.99893
"1883","ARPC4",0.97453
"1884","NMNAT2",0.98853
"1885","NMT1",0.9955
"1886","ERBB4",0.99912
"1887","SESTD1",0.99802
"1888","ATRNL1",0.99915
"1889","PAPOLG",0.9979
"1890","DIP2B",0.99924
"1891","GIT2",0.99793
"1892","NCOA6",0.99913
"1893","AMOT",0.99666
"1894","PSIP1",0.99668
"1895","PDHA1",0.98842
"1896","CBLB",0.99825
"1897","EDA",0.97391
"1898","SLC4A8",0.99849
"1899","HDGFRP3",0.9738
"1900","RABEP1",0.99851
"1901","IWS1",0.99727
"1902","AGAP2",0.99816
"1903","TP63",0.99728
"1904","SLC7A1",0.99291
"1905","FOXO3",0.98806
"1906","ZIC2",0.97362
"1907","ROR1",0.99645
"1908","SMAD1",0.98803
"1909","PPARGC1A",0.9973
"1910","MMP14",0.99522
"1911","SRGAP1",0.99845
"1912","CNNM2",0.99521
"1913","MEGF9",0.9881
"1914","GANAB",0.99873
"1915","RBL2",0.99835
"1916","RPS6KA4",0.99715
"1917","LRFN3",0.97322
"1918","APEX2",0.97302
"1919","MBD1",0.99717
"1920","HSPD1",0.99257
"1921","MPP1",0.9877
"1922","STX1B",0.98766
"1923","ACRC",0.98788
"1924","SWT1",0.99759
"1925","LPCAT3",0.99508
"1926","ATP6V0A1",0.99797
"1927","ATP6V0D1",0.98763
"1928","CPE",0.99233
"1929","DPP8",0.99791
"1930","PPP1R13B",0.99811
"1931","RALA",0.97289
"1932","TERF2",0.99237
"1933","SAE1",0.9876
"1934","INHBB",0.97287
"1935","WNT5A",0.98732
"1936","TRIM39",0.99474
"1937","L3MBTL3",0.99744
"1938","GPRASP2",0.98751
"1939","LSAMP",0.98742
"1940","SRPK2",0.99697
"1941","PABPC1",0.99601
"1942","FOXJ3",0.99598
"1943","NABP2",0.97257
"1944","GRHL2",0.99683
"1945","GTF2I",0.99592
"1946","FGFR2",0.99731
"1947","HNRNPH3",0.99221
"1948","TRIM2",0.99603
"1949","TGFB3",0.98727
"1950","SLC8A1",0.9957
"1951","APPBP2",0.99567
"1952","HSP90B1",0.9972
"1953","RAB10",0.97213
"1954","FBXO28",0.98681
"1955","SUGP1",0.99568
"1956","CHAMP1",0.99197
"1957","ODF1",0.9721
"1958","LSM12",0.97211
"1959","MCMBP",0.99565
"1960","MYO16",0.99851
"1961","ADCY1",0.99747
"1962","DCAF15",0.9942
"1963","FRYL",0.99727
"1964","RPL15",0.97146
"1965","COPS6",0.98666
"1966","PKNOX2",0.99174
"1967","RBPMS",0.97173
"1968","RPS10",0.97108
"1969","TCF7L2",0.99537
"1970","ATAD2",0.9982
"1971","SPRY2",0.97126
"1972","PLXNC1",0.99811
"1973","SLC4A4",0.99722
"1974","OMG",0.97114
"1975","GMDS",0.99132
"1976","TAF7L",0.98636
"1977","BANP",0.99388
"1978","CDC27",0.99675
"1979","RFX1",0.99724
"1980","DPYSL2",0.99375
"1981","SPIN1",0.97049
"1982","PPP1CA",0.98588
"1983","TAOK1",0.99787
"1984","FBXO42",0.99503
"1985","FBXO45",0.97063
"1986","KCNH2",0.99593
"1987","LMX1A",0.99114
"1988","OGDH",0.99728
"1989","SLTM",0.99785
"1990","FMN2",0.99772
"1991","ADD2",0.9961
"1992","KCNN2",0.99099
"1993","VWC2",0.97088
"1994","ERP44",0.99106
"1995","IQGAP1",0.99754
"1996","QRICH1",0.99576
"1997","SSRP1",0.99585
"1998","EIF3G",0.98546
"1999","RQCD1",0.98565
"2000","FAM193B",0.9933
"2001","DAPK1",0.99767
"2002","AFF2",0.99577
"2003","TARDBP",0.98542
"2004","ADAM23",0.99709
"2005","MTMR12",0.99638
"2006","NR0B1",0.97025
"2007","PTK7",0.99721
"2008","ZNF770",0.99077
"2009","FHL1",0.96979
"2010","RPS3A",0.97002
"2011","PSMB1",0.96996
"2012","NASP",0.99553
"2013","ARID3A",0.99065
"2014","RBM15",0.99474
"2015","GNA12",0.96994
"2016","ARHGAP26",0.99661
"2017","DCUN1D1",0.98526
"2018","KDM1A",0.99667
"2019","KCNMA1",0.99731
"2020","XPOT",0.99711
"2021","SETD8",0.98528
"2022","INTS2",0.99698
"2023","AC005358.1",0.99303
"2024","GRHL3",0.99292
"2025","PRR14L",0.99705
"2026","BAP1",0.99443
"2027","PSPC1",0.99013
"2028","ARNTL",0.99444
"2029","ZFHX2",0.99711
"2030","GTF2A1",0.99038
"2031","CEP170B",0.99671
"2032","HAS2",0.99013
"2033","PDZD2",0.99694
"2034","PRICKLE2",0.99544
"2035","RAB7A",0.96933
"2036","SIK2",0.99651
"2037","FAM196B",0.98467
"2038","TESK1",0.99255
"2039","CTBP1",0.98442
"2040","AGFG1",0.99276
"2041","SART3",0.99661
"2042","PSMA3",0.98462
"2043","SLC39A10",0.9927
"2044","ATP6V0B",0.96895
"2045","SSH2",0.99684
"2046","FOXJ1",0.96901
"2047","ZNF710",0.99003
"2048","FYN",0.99406
"2049","CNP",0.98405
"2050","PACS2",0.99583
"2051","RAPGEF6",0.99644
"2052","CLCN5",0.99242
"2053","PIK3C2B",0.99651
"2054","ARNT",0.99581
"2055","TLN2",0.99231
"2056","NRIP1",0.99394
"2057","RYR3",0.70566
"2058","KCND3",0.98972
"2059","LRCH1",0.99552
"2060","PTPN4",0.99663
"2061","ZNF182",0.98405
"2062","ASB7",0.98395
"2063","YEATS2",0.99639
"2064","STRN4",0.99376
"2065","CUL9",0.99191
